67.828,-375,34.277,-3.25,-399,-358,-23,190,-92.351,28.173
-172,235,-135,187,91.565,455,15.4,187,-79.34,199
-19,19.688,55.168,64.082,33.987,-323,1.136,-489,-250,-137
-44.889,402,54.906,-83.117,177,248,200,168,-119,-61.549
-331,-85.099,35.341,220,15.363,-185,-190,-55.841,-80,84.039
-44.824,-497,75.063,-56.357,241,52.847,-10.56,-26.976,-62.753,-4.486
-325,89.171,-273,247,-270,78.285,257,-74.163,-55.749,315
69.719,-99,-24.013,36,-65,-325,17.416,-25.871,4,-98.964
-78.296,320,292,38.73,132,474,89,54.038,-143,12.453
-54.153,227,31.339,-29.342,-288,-17.49,199,250,79.329,-432
-23,-392,-478,-78.112,-414,1.877,14.278,310,-87.503,1.31
-7,497,141,-138,-70.085,-157,-86.706,78.473,30.679,-128
272,-366,-97.815,-44.172,-360,-391,-14.746,58.243,67.921,-39.603
-438,-77,-10,54.705,-401,-339,165,-478,463,45.349
104,86,421,-170,-68.246,220,41,-93,-417,-37.691
92.884,-18.605,364,465,-31.684,21.414,-311,-433,-54,69.348
-243,40.26,-78,6.819,-72,-64.219,401,-56.903,-62.939,12
67.779,147,99.471,-40,-271,-80,-14.613,196,149,-36.921
152,-57.042,-239,-217,-230,89.333,-221,323,-79.942,338
-48.056,473,5,47.891,-17,-10.751,301,17.173,-233,60
55.386,4.628,-458,87.922,17,-22.547,-114,179,-65.338,-4
119,-284,-84.585,125,-37.947,-55.001,353,26.671,-26.378,54.838
93,-473,-243,-74.914,-66.331,108,-61.86,-36.916,-396,-50.031
65.884,292,-251,19,107,387,-67,-33,-315,-164
88,-41,250,450,-31,-56.74,-79.965,45.568,-302,-82
-22.401,-492,-20.24,29.112,-29.137,358,-255,80.3,-43.632,128
-91,-18,26,147,-15.368,-17.398,-79.739,-6.193,-359,492
-10,479,-32,433,-74.905,-28.385,144,374,293,-66
66.973,-378,50.688,-72.462,2.991,19.612,59.01,252,20.298,-53
-75.483,-17.929,-445,-220,-0.43,475,2.975,97,16.226,-34
34,13.276,66.225,-244,-67.401,-225,-99.472,-233,-8.523,-23.918
-369,58.679,-73.995,-36,418,-62.969,32,-134,71.393,-68.347
-264,-36.755,272,245,18.033,81,62,79.949,-61.866,-364
91,-70.645,-20.137,-448,-257,-81.931,-371,55.147,-76.36,-306
244,-496,65.471,-71.527,147,43.221,47,286,-279,329
-7.685,222,95,382,96.759,10.565,20.656,-404,4.259,241
-443,-48.624,-174,52,-73.978,-137,33.489,472,-136,-89.986
54,-60,-85,31,33,388,25.675,37.473,-55.833,70.566
497,-462,69.467,187,12.601,11.331,-382,5.74,-70.448,-98
94.714,276,-445,466,-58,-252,-403,446,-72.357,432
20.539,254,-336,31.184,275,-312,372,-14.865,-60,3.547
266,-28.856,-477,67.778,60.417,-303,-416,-23.116,-173,72.673
-208,-46.8,385,221,-204,-76.712,-238,263,14,-27.938
-220,80.901,57.309,-438,17.715,-7.502,-64.64,88.77,209,1.723
153,-95.854,-85.344,64.933,-314,157,-446,243,36.232,-67.869
-128,60,484,76.625,80.391,55.858,-61.732,-16,288,-415
-208,238,35.499,-54,328,-199,87.334,73,17,-500
20.189,-232,206,213,-90.886,264,170,-48.821,-50.422,385
-49,5.49,436,-30.044,432,475,255,441,-214,-208
37.835,141,275,-450,45,-43.925,67.569,25.306,-301,-46.745
41.427,-85.356,23.778,8.293,91.349,-6.992,191,90.879,-84.913,80.599
-82.087,390,63.794,214,-28.272,-188,-67,1.066,217,10.506
84.35,83.832,498,223,-23.807,-332,-196,-22,-56.021,-260
-349,-401,4,-14.121,-63.832,89,88,-4.637,162,-91.443
-165,-98.124,-14.76,16.002,-85.739,-185,43.296,45.514,7,98.403
121,-24.803,181,91,62.232,272,-28.661,-40,99.251,397
419,-15.643,34,178,43.582,94.694,-422,91,266,311
379,59.496,14,468,-94,-80.218,-53.674,75.305,389,365
68.204,-281,45.925,23.827,-146,-356,-182,-56.844,-71.391,86.587
-378,-31,-497,24.294,-92.137,-36.145,17.582,-144,322,-146
61.283,464,-93.465,19,-34.778,309,-289,-246,-413,27.634
-67.939,45.202,406,-50.275,47.467,72.879,17.027,-187,91.733,424
125,-98.263,-70.202,320,44.73,410,67.563,62.385,-19.514,-46.206
-81.105,-3.607,-19.815,-366,61.612,77.076,-98.468,-397,-56,-177
80.954,494,52.257,20,-115,8.801,59,99.941,3.355,-2
-383,-372,74.97,-43.006,111,-146,-14.699,-287,-82.875,470
353,-92.594,-72,-76,-179,-96.927,-53.653,28.968,-224,-44.717
447,-73.426,-69.807,-37.422,-410,51.581,41.969,57.536,221,-65.688
437,343,-443,18.778,63.496,77.464,256,41.241,31.927,-34.468
96.181,-82.823,457,-12.477,3.848,-207,16.562,436,24,-58.859
-49,-22.921,-191,325,-35,22.897,382,-24.301,277,-69.19
-34.393,381,-210,-85,-472,372,-67.874,-39.053,-175,-6.436
201,-86.052,-313,194,38.567,-151,39,-189,-68.183,-80.512
183,168,-307,-235,76.022,55.123,-447,-134,257,-452
-85.372,-2,493,-340,-57.219,-89,226,72.5,-135,97.513
29.251,37.756,54.477,-60.013,71.044,-77.429,226,-218,-287,443
-262,166,-82.428,11.439,437,84.181,-252,74.116,292,192
-12.901,-495,-52,69.105,249,-65,-24.13,468,263,-216
-370,-30,159,139,-45.882,58.825,20.413,-12.311,-392,88.249
-95.136,-197,-188,-87.11,14.903,275,490,-449,92,22.728
-76.632,52,-1,-369,-438,-49.336,-122,-199,-12.447,382
-36.488,-51.335,-498,264,-42.927,147,36,69.452,156,9.039
-90,-165,393,-322,-28.25,-54.717,-439,105,224,1.218
-88.966,124,-435,-11.585,-433,97.478,349,89.484,-37.488,117
-276,-84,36.615,483,-70.677,-236,-110,-399,-42.039,-427
-303,-20.773,-6.108,-289,-219,-82.947,-28.473,240,-300,89.809
-374,-172,286,86,-30.253,-334,93.14,409,472,9
-163,-21.563,230,-410,68.528,60.332,-389,-330,78.271,252
-104,-307,3.432,228,30.822,-475,-306,-84.922,-54,-315
94.294,478,-67,-72.09,-83,186,-50.721,283,-362,419
437,72.417,-85.077,56.652,266,-348,297,29.054,-58.645,-40.169
495,131,19.824,371,-129,-74,-83.289,400,-54.95,82.677
-45.411,-25.846,-73.589,13.644,215,179,81.126,10,-33.631,382
-22.278,-248,44.693,32.824,-81.569,149,19.495,82.965,-401,-441
415,-352,-156,-1.725,-32,-38.888,-61.881,-92.306,287,-233
-101,-63,412,-12.845,-312,-189,165,3.014,360,-50.071
436,-79.958,-445,-87.881,-58.319,-69.907,76.89,216,123,-82.626
21.824,-55.762,453,23,34,25.86,-366,-43.878,403,-86
7.482,106,-295,38.559,-429,-41.333,29.55,44,89.591,168
44.45,-85.811,92.072,-147,94.681,230,-82.073,29.338,-288,257
65.799,94.498,-52.884,-75,-5.148,-486,-91.946,-457,202,-7
-2.815,-44.72,-85.375,55.048,-465,-196,140,420,71,369
-15.006,4,-114,243,253,69,496,-259,-76.564,-69
306,13.154,49,-238,-24,79.323,14.238,264,206,77.971
62,3,-247,-373,-38.788,-419,-98.598,75.816,-49.125,-260
13.641,39.849,58,443,-68.217,73.14,-77,-86,-86,-7.757
-82.385,467,-18.714,77,-39.016,35,-225,18.698,338,84.114
-25.157,321,119,244,-223,-387,-114,-72.533,-370,76.788
98.856,353,-91.787,-27.844,0.682,124,-414,-375,-237,303
109,-30.07,38.379,155,132,52.323,30.119,-0.604,41.4,161
43.256,86.253,-428,-96.733,83.872,107,-369,212,-185,-497
-71.287,-73.129,81.647,58.013,-52.596,35,37,-6.953,-314,-254
423,-49.104,75.5,67.565,-75.735,51.146,91.863,4.5,-472,-150
10,80.065,-157,96.02,242,-97.837,126,74.653,-66.833,-354
38,-56.28,42.389,-66.794,156,-74.544,-96.287,471,429,27.147
79,13.984,210,288,366,144,10.747,-272,439,253
-45.539,357,23.398,87.973,-27.718,13.393,-20.493,-93.23,81.909,3.842
-439,61.818,421,56.023,-165,66.759,56.101,-236,-53,128
-210,-48,107,-355,339,-47.813,0.415,-29.154,-407,428
175,402,-93.554,29.987,60.113,-27,398,-94.094,-2.59,-45.983
9.703,-177,-74.688,-398,82.166,483,20.833,339,364,197
-54,-144,47.382,39.23,-285,31.234,-96.9,-433,-58.568,-78.032
61.943,36.804,-91.029,-72,-52.843,-196,80.572,29.57,-26,-135
-22.046,-359,10,-80,77.263,386,74.53,-91.907,68.668,-299
485,91.871,120,57.398,-24,46.167,-59.751,343,-3.356,-24
-285,-316,222,23.329,140,252,338,-53.248,-99.62,-44.27
-24.508,2,-23,43.607,-142,-76.271,-114,-223,46.785,-271
-1.9,430,-89.745,165,19.486,360,-43,-62,-80.422,-154
-41,-54.545,-308,-30.38,-269,92.247,-14.75,367,356,403
457,261,-71,55.581,35.191,-24.722,-173,91.951,-190,4
-13.293,43.475,365,432,99.221,-55.648,118,44.699,-66.274,3.942
38.8,420,-9.667,-8,50,124,8.513,-74.891,-403,393
103,-287,58.575,126,-57.365,-82.075,-86,-304,-67.168,27.543
-88,-49.969,78.241,-19.559,-225,-440,31.536,68.179,-39.422,192
76.661,-96.498,191,79.422,-340,73.528,-98.999,362,74.623,125
-158,-338,69.598,56.581,397,-65.195,482,-346,458,-25.405
-34.595,498,-27.458,76.249,37,-45.64,332,17.483,38.264,27
345,326,11.177,338,67.535,-130,-48.417,-416,-490,231
-78,180,-32.592,80.073,-38.936,78.35,399,207,-185,30.962
498,-94.215,-269,344,6.166,3,-467,131,-10.203,88.169
85.058,-20.688,147,49.259,75,72.65,320,-155,-70.782,-23
-18,-370,404,50.869,20.918,-58.871,392,-472,136,-82
-404,19.503,-76.601,203,91.972,125,-76.963,14.527,-58,-189
418,-1.21,-147,-414,-311,39.265,-0.573,263,13.253,-90.651
-81.715,41.368,81.132,-47.878,42.221,-59,99.395,39,475,460
-271,-28.285,333,486,73,-71.557,-499,12.496,262,-8.326
99.43,268,329,-21.306,-120,158,59.652,-0.858,499,85
15.595,38.494,-42.696,310,-45,3.053,-96.914,12.28,39.578,-304
-38.376,174,431,-45.73,-99.513,316,-65.861,145,258,-227
55.539,27,-252,-385,477,276,-20.148,-50,74.676,-262
-405,-167,55.721,392,133,69,343,-82,0.041,60.522
-16,309,471,413,382,15,-149,-34.037,162,-247
41,26,-99.657,-72.802,-93.771,177,9.774,-281,243,-64
370,380,55.442,-133,62.642,26.269,210,336,-19.281,-458
-47.804,414,-317,-4.867,-159,173,471,-17.018,-220,161
-61,20.496,234,-91,-143,166,-197,485,76.007,-62
73,89.567,-423,-155,29.541,210,82.811,-49.925,-154,4
220,443,-15.728,459,9,-98.967,26.262,238,358,481
307,1.633,296,-74.768,-36.335,-61.356,-30.594,-165,-34.271,-463
-227,480,387,-65,313,-87.947,-216,-172,352,36
67.824,50.755,442,285,228,-117,98.853,386,313,81.865
-15.19,-465,57.727,-77.87,-99.289,-36.47,-214,-83.851,-52.729,-9.164
-223,-12.98,453,237,214,375,53.726,-115,-48.751,315
-69.176,41.003,-268,-79.397,80,-15.829,81.848,-394,-405,359
84.012,4.062,333,153,7.361,-62.954,138,343,-49.992,337
-342,-297,267,446,69.011,-169,-411,-373,295,9.228
8.785,10.046,54.927,367,-402,360,353,-60.626,-9.543,379
37.446,19.119,53.494,72.332,-440,-2.599,-274,-98.382,473,455
401,-12,-206,-487,-320,-113,-389,34.577,-99.559,234
-70.739,-464,242,56.422,23,-10,488,372,-31.44,-29.539
-472,-27.525,-128,60.775,-141,300,-179,20.134,367,-238
164,-29.042,-123,69.469,57,-61.619,331,-178,21.72,-49.529
125,43.527,-72.708,-37.771,-94,-28.16,77.085,-34,-429,1.13
57.232,-176,299,83.399,10.132,65.373,-23,171,375,53.511
1.004,416,-418,-70.95,435,48.8,416,34.359,-50.758,50.058
-389,-82.147,-4.508,-2.877,329,286,84.676,127,-48.46,-77
-15.677,26,95.836,73.005,-436,58.623,96.677,-123,89.488,158
499,-477,-52.883,-268,44.864,3.117,85.873,246,371,-37.469
-117,-44.88,58.812,187,-99.178,-47,40.813,-39,31.234,373
-127,18.632,-72.678,51,99.959,45.952,-11.375,489,72.674,0.114
-451,182,1.703,-74,434,267,-53,427,-134,-71.146
-67.792,-332,-88.423,-204,-112,-16.542,-488,481,19.675,-33.532
463,447,15.808,-206,95,-322,-90.767,40.675,462,-18.551
-487,-8.333,-378,382,75.983,-451,195,8.924,2.022,-23.828
-267,-191,-26.702,41.18,-88,-5.934,74.937,-13.152,-17.174,-74
99.475,83.333,-46.831,351,258,-366,-64,-202,-66,20.853
-75.702,15.185,193,-112,-89,497,-158,-48.252,407,-438
54.869,448,161,44.668,377,88.06,475,-270,-38.219,351
-78.316,-73.65,-449,51.579,44,362,200,31.098,456,435
-81,15.852,378,6.721,-81,136,-330,77.332,-20.903,355
-66.389,-56.618,-111,-493,-94,486,434,-47.399,73.765,-115
73.337,156,122,-429,91,192,43.28,-383,437,-51
235,-26.11,-59.582,-47.234,-90.908,62.046,488,303,-82,-13.527
-6.813,29.738,255,-494,-356,-73.333,5,-51.516,-39,-29.495
-91,443,48,43.071,-288,264,78,-227,411,18.801
94.716,25.808,26.671,-15.771,88.603,63.574,3.115,-244,-322,-66.374
-187,-188,-441,23.998,-8.579,73.907,419,53.077,-23.988,372
-139,-7.685,191,211,72,-429,-78,-65.28,-480,-55.416
68,222,-92.049,-314,-429,-128,36.926,-80.145,-89,56.455
-310,-312,47.51,-77.955,-233,-393,-34.761,60,-25.532,34.892
54.512,60.581,83.167,103,-15.803,-47.709,-351,25.824,6.323,79.676
-92.91,-4.271,28,430,420,48.498,-382,-2.339,308,-328
-27.883,50.727,-458,-79.286,-498,480,156,-68.376,-297,451
-75,-322,80.034,-190,10.653,84.641,89.548,-50.864,-198,63.337
97.545,394,-88.706,-494,-448,34,-500,-18.589,-188,455
75,-140,-147,-60.146,-13.619,8.202,-62,-6.189,-264,-63.847
-7.158,89.49,414,11.531,-470,6,-471,-145,-34.516,-113
-89.038,-477,-198,29,369,-53.514,-462,-24.259,63.651,500
11.487,487,-40.363,-5.481,-31,169,43.246,235,-31.608,-65
-364,19.835,-15.457,72.794,-45.099,65.535,-3.524,-17,56.264,0
19.385,420,6.753,46.07,-368,208,189,467,-67.066,-152
-217,-335,27.962,468,14.452,17.326,-90.66,-55.756,-437,59.679
93,60.018,365,-37.296,-245,-223,92.786,63.203,-17.456,255
-12.488,35.742,45.563,-200,-498,120,358,68.02,10.771,-22.159
-265,-477,-288,38,-56,115,-47.002,-88.835,-3,-65.577
13,34.672,30.482,-60.112,401,-223,38.654,49.242,377,-28.714
319,37,-337,77.997,33.375,-86.709,-6.791,-49.141,65.015,137
-372,28,-446,84.295,-464,-497,256,497,-20.685,88.665
-451,-7.142,95.84,-16.451,89.261,284,-12.197,-57,-23.269,-93.775
405,-74,-72.938,21.499,-40.698,20.618,42,380,326,96.986
63.579,223,-57,-13,349,-464,358,54.086,91.959,10.597
-53.929,-399,-50.648,-493,211,-82.831,-12.47,292,-434,-94.279
-210,-308,-64.401,81.287,311,-24.82,190,-401,32,81.745
-174,-21,-105,35,-204,-302,-68,72,-16.251,-49.368
-266,-10.254,-29.392,-35.04,30.374,-22.993,43.171,-55.718,61.325,14
0,7.89,176,-83.885,-293,58.095,-11.346,-1.427,30.241,252
79.252,4.859,19.122,384,15.623,-77,27.305,466,27.603,-6.057
-72.131,54.806,391,-51.74,-481,14,-26.427,358,28,-92.116
-274,-96.823,-49.752,-460,440,158,142,-73.97,77.301,-328
-271,-232,190,30,212,85.195,84,97.978,-267,218
86.201,88,-466,370,57.548,-170,76.4,-300,-154,-211
491,79.968,70.088,54.014,-80,155,90.365,372,-20.395,-8.128
381,92.508,-79.732,274,158,-373,-367,94.499,-4.75,50.261
-13.881,169,478,-464,-370,151,-58,-454,230,-45.269
25,-61,429,61.291,499,430,39.659,397,39.964,-406
124,-42.027,-201,-69,-96.108,-37.604,342,218,-325,-28.271
83.648,-85,-140,18.832,227,-323,45.298,436,382,-89.478
-358,-446,231,-283,224,-268,-218,90.438,29.408,-91.855
-68.048,-59.022,-60.43,28,78,353,413,-72,-31.308,-94.111
41.894,45.992,-33,92,-23.803,-298,-84.593,97.913,49.627,373
39.528,-38.818,-147,263,336,-48.172,-81.381,77.341,-47,-73.383
-457,-0.367,433,-20.372,500,448,27.662,-479,-104,-73.009
-293,-210,294,77,51.242,27.752,-41.464,394,298,228
58.462,-88,-498,51.306,27.685,-50.202,57.923,367,-50.576,455
-279,-50.131,-141,67.321,324,-290,-9.684,323,-63.786,-14.635
-237,-216,-198,453,-286,-123,85.906,-250,119,29.815
398,389,-270,47.036,-444,-54.754,-253,1.943,-314,360
9.06,-76.05,-5.477,230,239,494,278,491,-40,-97.715
-86.802,-93.625,42.291,-85.895,-388,47.089,40.841,-395,27,494
-242,-460,-333,59.09,-92.367,307,-51.88,-91.036,273,461
232,357,-399,-112,49.985,-1.403,442,147,-62,55
293,-57.925,210,-3.466,-427,-493,63,-26.54,-498,-310
-413,-354,-42.519,207,-188,63.481,-91.763,-460,-73.603,-433
93.459,-82.144,450,169,11.02,39,68.6,-3.508,10.45,-221
431,24.801,27.382,-400,62.319,-465,-199,-56.357,-281,46.208
93.079,-52.632,-70,-463,-244,-132,105,-111,55,-379
-102,-83.47,-95.424,-54,-89.368,-27.968,-472,149,-11.75,-137
470,36.17,31.648,431,40.637,-69,60.67,47.355,94.461,193
-90.097,338,469,116,-492,91.306,-31.191,156,-52.58,-461
-421,-22.987,92.688,-16,74.792,63.021,17.546,-375,451,-244
89.922,-78.099,132,-19.722,81,20,67.788,498,-44,62.981
336,-17.849,-471,85,47.216,465,97.53,-72,414,301
-383,498,-49.283,-145,153,134,8.547,-343,-155,-9.846
84.089,404,41.091,20,39.981,-81.64,-83.332,89.17,-64.058,-34.957
-245,-378,196,-312,-140,-182,4.959,-305,-1.756,-22.028
390,436,26,52,468,-428,-37.341,-286,-429,63.24
160,-222,320,-61,-264,178,-460,243,34,74.715
-457,-320,228,-436,-71.721,407,217,80.302,-35,-17
238,-89,266,-297,359,-350,-205,22.419,-87,33.222
-232,-32.75,-276,464,46.815,-80,-78.101,-90.642,335,97.233
-7.105,-323,262,209,327,-474,409,-79.33,-58,47.996
19.429,-126,-481,27.19,-59.287,-23.858,-20.142,43.373,-97,-71
37.775,-83.361,-27.025,60,-168,-383,-63,-12,-182,176
488,446,187,-220,-3.594,-0.81,-51,203,329,-35.717
5.554,-89.033,45.741,-486,-98.047,258,1.095,-78,30.302,-77.661
-73,128,449,-353,-19.284,13.136,-77.149,358,67.394,-62.733
215,202,12.639,78.881,224,219,-85.605,2.526,-9.847,265
-264,25.807,440,25.25,-64.555,-199,-259,-101,-390,-65.505
-90.07,352,-88,-207,-79.77,356,-221,-192,256,-6
-95.971,-79,376,-12.138,338,-30.95,72.201,214,14.466,336
-47.402,-56.061,12.489,181,9.093,-124,122,347,353,55.124
-317,78.674,-293,193,10.058,76.385,27,56.045,-11.316,-75
-260,162,-432,-87.979,237,-27.903,-466,331,-351,211
27.02,-169,3.09,-154,292,-71.911,-178,294,-30.027,-45.771
-25.197,-259,173,-287,-20.24,56.89,83,185,-58.04,377
-150,-13,280,-249,64.359,-6,-60,86.186,198,14
20.625,-287,-66.132,55.353,26.342,-57.332,43.989,-35.152,367,-87.257
-60.209,-15.969,-355,-372,69,2.635,-94,86.032,85,-18.044
382,4.945,19.842,209,348,-36,-42,-72.584,-264,457
80.189,-83,-347,-4,261,-358,63.261,83,-60.615,-320
16,-63.99,-22.549,23.806,-48,293,-383,-28.821,310,326
366,346,125,35,-12.203,-96.25,50.045,41.02,-306,-185
381,-497,-490,-192,302,45,3.665,-24.552,-40,-91.225
495,-15.647,-68.223,24.709,-96.007,313,34.109,-88.489,-36.009,-197
7.921,445,-9.06,323,124,-73.86,154,-30,77.354,-285
-377,-81.112,-84.679,118,400,-17.166,72.97,66.362,62.623,-265
33.312,-97.542,-96.383,-481,46.65,-377,77.884,-79.406,73,301
486,-195,-446,198,364,243,-265,34.39,-44.404,-100
-104,-0.013,62.625,220,6.801,433,456,-11.565,-40.271,291
74,-176,-16.317,275,-58.595,43.913,-271,-497,403,-300
-442,485,-22.394,248,-20.738,355,-294,59.865,345,-4.908
-66.119,483,-28,-25,-35.654,8.421,-127,28,-38.113,-283
-19.118,38,240,-188,108,430,-82.865,-87,-185,201
23.272,-52.602,-73,-27.503,427,-32.175,-273,-75,288,-23.744
-26.363,-342,393,-32.637,21.789,-212,151,74,-489,5.526
-459,84.085,-352,182,-21.272,-41.82,-205,164,34.164,-77.753
-7.416,-336,480,178,-425,81.183,199,-268,-21,353
65.925,-16.27,-381,-162,11.962,132,62,454,226,-16.031
-244,-35.93,231,56.05,-475,489,495,-97,146,80
-472,-57.689,175,53.981,6.385,41,1,4.549,-330,-57.049
72.751,29.492,398,60.014,-336,104,-67,-116,-32,46.51
406,-48.406,55,-85,77.678,78,21.431,6.929,-8.261,-11.035
44,84.336,167,24,-496,-269,419,-168,146,-66.723
-82.144,-323,-45.963,62.025,81.942,-11.502,49,6,-206,176
50.278,150,-363,-27.32,85.001,400,352,-35.852,-70.572,-40.555
-316,93,-49.716,-20.511,14,15.005,-40.927,-83.197,170,-63
-84.146,-57.178,485,-26,78.642,29,14.264,-24,-329,-94
-468,4,-469,-358,-30.27,31.739,-82.294,-438,-57.501,96.08
-291,-17.455,-89.82,39.686,-160,429,-485,80,384,-366
-393,200,74.425,-16.171,-6.27,-85.566,-309,72.175,-97.316,75
-19.876,-59.256,-309,81.284,-48,1.753,5.561,-28.395,6,60.696
-186,-52.911,127,-84.245,34.232,403,38.771,-40,393,-2
-61.785,406,65.328,-3.999,-53.313,30.9,45,376,78.003,12.613
-77.644,-149,-379,-191,-112,32.121,379,-24.297,-374,52
111,-251,25.741,358,-7.438,114,74.678,28.985,23.801,-85.237
416,-194,35.8,-41.457,-236,86.687,-149,172,-94.169,12.967
-18.854,-476,293,10,-64,-69.545,42.065,57,156,-71.949
-347,-54.62,-335,-93.908,-39.794,-18.717,-232,385,-383,-35
68,-63,-394,9.617,-429,382,5.221,41.89,91.079,-68.421
491,-319,-19.298,66.71,-20.28,-75,62,-69,-381,24
-462,365,33,30.088,-477,-190,-479,-23.278,148,-72.552
53.697,35.666,222,-206,500,-148,-405,-462,-34.019,-158
-81.809,-485,-189,-141,-21.597,92.656,420,355,78.997,-267
-493,9.887,-319,73.397,-48,8.716,-162,370,367,-98
-107,-476,-335,-34.27,-87.403,442,-79.716,-58.529,-55.63,-2.6
-332,331,199,35.22,255,-223,213,14.164,76.73,-384
-374,-289,197,56.107,-46.538,-36.6,83.618,-318,-82.003,36.52
19.303,48.376,-441,321,-23.281,76.996,85.007,-290,174,-43.651
-91.444,-49.51,-28.069,53.978,-433,99.05,180,31.929,20.935,-82
66.368,227,403,27.005,133,-13.396,189,-492,313,-277
-32.917,201,87.377,-1.869,-90.017,-59.865,-490,85.864,30.182,-47.803
-251,278,-424,35.503,-114,-22.26,97.438,-351,-78.219,15.319
449,-3.219,12.104,270,493,424,-53.19,-413,70.67,463
66.803,304,250,-10.554,-186,-406,-80.634,251,-252,74.368
3.193,368,-81.233,76.353,-484,87.139,67.184,-17.377,60.395,-177
136,-483,419,-482,299,371,338,58.054,80.428,-29.654
-328,67.485,65.623,-71,-448,-270,-208,-467,-55.826,13
-360,-493,294,262,3.54,-400,-27.559,-45.351,-86,5.694
-0.145,-65.267,39.265,-93,-420,111,-139,-37.25,-82.119,96.317
30,69,-37,193,-6,126,25.573,-361,-78.319,39.544
-391,-59.319,313,-450,-464,-445,-470,414,124,-65.941
-491,379,-232,348,44,-213,-216,-88,388,-26.002
-132,-106,124,55.927,-99.433,41.646,409,90.398,-3,97
361,345,-208,-73.425,-98.347,-59.586,-380,-44.103,45.009,-307
97.666,3.904,47.749,-145,252,-27,-392,50.015,42.031,19.588
-312,-5.517,-129,-318,342,-34.128,-207,369,58.564,191
-374,-309,40.407,45.535,92.292,-51.79,-10.115,284,-14.601,-254
334,204,385,-31.552,-12.824,-325,347,25.835,25.308,24.399
83.142,208,453,-405,144,-270,405,-326,52.461,0.949
45.412,-160,27.137,-73.067,-181,-11.706,56.384,445,228,-48.743
24.805,-81.645,-82.78,472,-22.567,214,-61.812,187,-8.517,-447
376,-1.964,269,416,-82.485,66.349,-63.92,59.774,-204,-201
-226,36.096,38.422,77.018,-92.13,-162,-71.822,-5,-64.903,359
-102,-273,-419,40.37,-52.061,-72.52,447,306,-82.931,-15.589
76.824,-432,-85.93,223,-338,331,153,27,5.348,-10.17
-23,-77.189,53,18,378,128,88.128,92.909,397,-283
-84.777,-27.974,-24.336,196,329,1.894,-49.631,-414,459,281
-416,-6.126,135,-186,209,94.173,-49.701,17.643,-66.659,-68.369
43,338,-59.742,248,-279,-42.147,86,190,96.692,95.053
-152,-48.177,-83.093,-156,-54.111,171,438,277,404,-213
-369,65.338,-38.199,-31.427,-70.234,96.242,85.298,112,-19,-50.673
-425,-296,46.301,-30.122,208,-27,12.037,-96,-47,-83.873
-69.936,-17.033,486,177,-99.363,-43.447,-81.183,267,-38,-71.815
305,-53,93.033,-444,260,123,-10.628,-36.891,17.837,148
-340,53.845,11.327,79.55,-122,49,-93,-176,-131,199
58.656,-381,-245,-91.418,80.393,171,-60.182,-437,24.617,450
71.536,54.09,150,60.373,-158,81.56,79.078,6.99,-236,-36.427
-117,-160,17.027,-75.372,396,-496,-197,-483,-59.774,372
400,20.863,-40.136,68.603,-235,319,412,-55.509,127,46
-36.301,-33,-9.649,-235,97.612,20,61.091,419,-79.366,50.28
2.543,58.976,-88.816,38.056,-209,-38.855,454,-62.254,-272,-262
-111,29.249,20.076,420,98,-171,11.651,-38.462,-286,-32.45
-294,45.854,-98,-46.172,34.248,-125,-178,-3.656,-68.881,5.755
281,-147,-394,-304,-94.818,132,117,60.154,-464,-230
423,-26.098,-78.389,42.104,36,-267,35.631,94.61,-98.684,38
282,53.917,-115,-12.388,-18.25,-263,-365,-98.1,-83.028,250
-17.137,-59,28,63.505,20.137,-92.723,251,-9.225,404,210
453,49,-135,-90,-340,51.02,60.507,90,-26.585,-258
-28.917,-297,-20,159,-399,188,-68.98,1.064,-271,-3
51.5,-134,21.991,-352,308,-92.635,39.906,64.869,180,-31
13.982,51,-8.658,41.628,32.682,130,17.288,58.041,278,-15.984
5.129,-362,-60.774,381,-94.079,45.638,-11.944,296,23.14,-2.298
-30.031,-321,-172,96.07,180,78.207,-242,-54.25,79.84,216
33.392,-209,188,-52.356,-436,-98.918,184,76.201,227,-5.469
-52,-280,30.518,224,21.349,-59.53,-99.203,105,333,-104
444,8.039,37.085,-125,36.749,388,-86.593,-167,-16,-6.691
226,459,73.267,-154,-99.838,-39.841,-3.05,-4,-38.857,15
178,294,-307,-24,-469,-34,44,16,380,342
108,34.702,-321,90.505,-82,420,10,14.333,-171,77
-201,141,9.916,-121,-366,-85.987,-226,465,20,74
-449,-416,-422,-386,266,-394,-82.464,77.578,-215,31.542
-78,407,90.923,28,-79,-43.667,36.286,-445,95.774,31.052
-24.316,406,-16.898,365,-274,70.482,381,-86.668,-96.122,37.742
-5.115,-265,429,-73.903,397,-6.292,196,-394,451,-2
-187,-51,55.532,-61.161,36.408,-438,179,48,60.927,-235
190,62,-43,182,147,33.284,81.618,184,-264,6.626
37.773,-88.119,-171,-285,-288,91.678,-222,19.865,-377,8.39
-87.028,-346,55.416,-50.935,10.106,308,-77.301,-32.453,76.678,-88.629
-322,217,11,72.125,214,-78.104,95.092,88,-282,396
-270,-32.922,81.381,-46.064,211,-466,11.54,-359,-186,-304
-265,-55.503,414,53.107,-17.323,111,-21.687,118,62.26,-182
-58.142,-55.077,12,14.461,77,350,322,-74.167,175,-30.901
