137,-86.884,-15.081,92.139
-49.098,-483,-55,438
-107,408,50.323,83.418
-268,61.006,-331,-216
15.598,-51.323,135,-327
485,-34,53.867,7
-352,12.26,48.235,196
6.524,36.778,-27.709,-436
-162,-413,266,-43.867
405,432,-37.674,407
365,17.696,-309,63.192
42.67,47.898,494,234
-339,305,79.341,-80.582
49.18,10.32,-82.408,60.162
-46.779,-80,73,69.51
-289,-1.969,-74,289
-221,-45.706,372,-200
185,-2.622,-42.423,286
29.947,-497,-41,9.461
35.138,-121,79.07,53
17.263,3.969,-371,-460
-283,-134,-364,481
79.838,-277,209,56
264,16,-320,-46.409
-224,-273,48.251,409
155,255,-217,95
148,159,-96.438,168
-235,-359,-93.512,65.936
-87.21,439,-365,349
30.316,-205,237,-84.653
282,499,-7.434,-51.685
-39,-92.828,353,98.241
-49.628,-97.138,265,-486
427,265,67.2,57.432
8.261,28,69.75,44
96.107,-48,40.15,-4.459
-32,-96.194,-21.591,-40.839
284,67.036,-41.33,-356
-418,54.858,-268,-138
-50.063,-85.867,55.443,-193
99,-26,370,51
-85.948,182,290,-422
-457,-487,78.297,-440
-428,406,242,-98.588
-174,-100,-80.645,-84
-236,-129,1,-220
66.761,-16.11,43,-155
-44.263,-96.746,-270,-256
-411,41.632,-426,69
-319,423,-74,-66.941
-119,-139,-205,7.221
183,409,21.847,-61.5
-15,62.76,2.593,-37.929
-95.966,344,-30.311,493
-61.88,-37,-23,-99.707
-197,-58.708,91.349,-425
9.924,411,281,-450
231,106,20.899,-56.903
-55.95,-83.175,25.664,423
-68.188,305,-85.705,80.668
31.584,-9.464,-478,119
-181,-235,-242,29.055
414,-22.099,14,-54
38.776,9.264,-50,-24.752
-285,239,-87,74
23.729,88.662,485,-7.243
36.972,95.273,-89.892,-17.782
228,431,-219,-171
-119,40,76.736,41.945
97.625,-96,-390,-413
-184,-86,348,-379
65,-75.932,-8.12,420
-496,-101,-363,97.744
55,-120,-162,24.484
21.379,-304,48.842,77.767
34.5,155,58.158,432
234,220,-244,-311
-69.047,-21.048,210,-130
14.58,-343,74,-441
421,-73.937,369,473
48,-24.527,73.122,488
436,-30,-240,5
1,100,-40.265,-79.248
-90.195,353,140,65.669
-11,-348,-82.925,149
-19,386,334,91
-70.055,176,107,-287
-187,9,202,-3.314
74.697,-160,-29.073,99.425
76,77.399,126,412
-35,329,319,-44.833
348,229,-78.358,-491
19,-169,40,95.675
-55.842,304,-172,479
70.689,299,-50.929,-123
-309,66,-142,77
124,258,12,79
-164,69.572,359,217
259,18,-194,76
134,-69.018,67,-21.936
226,-35,-55.32,1.939
416,-82.936,-24.139,335
-54.737,-96.829,-28.51,-170
331,-44.175,-194,347
42.669,-281,241,-451
58.785,4.441,189,198
363,-77.962,-34.778,77.259
-71.154,49.149,-416,-179
-328,-68.995,408,379
-285,62.542,372,98.253
-159,-74.285,173,-332
-16.04,124,-52,-22.269
-63.024,63.38,-14.072,465
48.701,40.815,-68.707,78.434
53,22.14,395,333
12.881,-464,56.704,64.591
37.419,-414,355,68
-83.728,-260,-293,456
387,310,-20.091,-14.93
-184,12.769,-340,6.101
466,86.793,368,205
22.614,-3.804,-55.598,-22.068
-295,86.182,-100,-75.874
-410,-87.79,-375,8.565
-398,57.649,-17.287,-63
17.19,449,66.274,-50.662
382,-22.863,-375,-286
-346,-33.896,453,-283
-17.254,-399,-104,103
42.052,-422,-32.831,-47.746
-414,420,-124,-94.112
-53,-247,-385,-16.236
477,-173,-344,-42
176,110,69,41
-85.695,-426,-22,-464
76,-64.256,97.193,-57
-77.373,69.918,-340,-136
44.1,9.321,326,-291
-212,-298,-149,210
-88,-87.582,-81.793,363
-207,-138,-72,-39.587
39.453,413,69.381,-389
60,-1.183,-68.213,-15.157
20,21.898,397,70.058
56.247,329,-130,-334
-493,80.389,-31,-100
-58,94.394,44.877,48.565
-63.976,-86.132,84.88,-250
-2.446,-378,85,52.471
-50.162,57.44,-258,-320
-63.672,-432,-235,5.502
304,-356,459,-32
-133,-37.925,-321,-499
3.486,-496,198,9.276
-44.477,235,176,-29.928
-163,-25,31.785,-83.875
-279,429,-0.371,174
-367,-47.544,158,-84.132
-355,-288,57.55,7.837
32.075,-149,-467,-24.195
-55.819,-267,-104,45
-258,370,-39.197,78.638
-91.395,436,-160,219
-123,69.528,-128,-132
39,364,-168,-102
96.492,-75.604,-171,-31
74.083,27.843,-39.698,-10.675
-181,51.111,129,475
74,-56.488,69.238,-204
19.031,69.485,-265,-59.258
-412,-150,185,-430
-92.325,383,-13.48,-113
-35.215,-343,-200,-23
69,24.514,-257,197
68.358,433,95.442,-92.08
-416,-11.125,73.464,71
270,96.107,62.267,-93.101
-265,-22.077,-388,-184
85.069,20,-19.738,98.334
381,-165,8.262,-192
-85.44,-23.446,-48.04,72.56
-98,436,39.15,247
56.17,-87.777,-57.194,-74
-416,98,244,36.898
-29.636,-81.109,286,-97.143
242,447,-364,-64.98
-84.989,-366,307,320
133,41.217,-448,97.265
7.175,-29.286,14.571,-443
-36.701,-70.676,491,-314
203,176,-142,-499
-254,-0.754,-93.708,43.218
135,-174,-384,-135
87,364,-4.483,-238
71.159,77.708,370,6.627
204,-33.941,234,-166
-99.544,-271,323,-449
64,495,392,65.473
309,63.174,60.078,-103
192,44.941,8.76,95.505
-52.176,-83,98,355
-198,-2.165,-272,-156
-439,-77,495,-392
-278,92.347,60.426,6.208
-7,-29.32,-31.9,22.275
-52.961,-411,-86,-46.929
60.054,38.99,47.354,-201
235,-118,53.91,-425
255,-12.198,-24,244
62.614,359,-449,65.123
-23,-10.537,41.441,-83.777
-30.585,-245,-124,-41
-334,498,-295,-44.79
315,32.483,-153,-418
499,21.563,-115,82.104
-77.543,443,77,-470
-82.909,-6.707,389,194
-398,-491,448,-274
-71.099,-454,-53.623,21.298
254,92.454,-10.062,-260
35.178,-308,-304,453
-360,-298,372,7.667
-493,-146,-427,-57.563
-51.69,-190,-189,-9
-270,410,-250,-65
39.661,79.833,82.806,-464
54,-93.355,-69,-198
-29,26.099,38.411,-42
-27.839,441,76,29
125,79.151,-361,-62.54
89.347,-81.908,-365,-426
-42.256,42.212,-257,-65
-141,-98.527,375,-138
241,378,35,-86.747
-76.488,-7.413,-61.311,-23
156,26.444,362,-68.76
47.414,-87,434,93.87
-85.109,-84.325,-17,-227
-64.252,-49.235,162,221
-79.7,-42,-18.93,-455
91.947,-98.836,-114,-92
-12.769,42.086,-312,83.157
221,98,-331,-324
-182,-33.559,-9,-86.028
-22.393,-389,-39.146,305
418,380,261,-69.111
224,-356,-86.27,-64.637
467,475,-50,-84.293
279,309,46.145,99.198
-59.018,-5,-11,268
-8.481,29.207,89.57,8.699
-4,114,76,-60.786
-247,-423,31,155
44.353,-96,-25.737,-76.35
479,-439,51.353,25.905
71,4.069,-33.312,-15.916
-97.366,-77.517,67.921,-361
-47.92,-39.187,-340,407
485,153,55.657,-94
-198,-23,70.822,-89
417,96.219,-60,-101
86.059,-433,-51.333,474
-288,113,277,-247
45.698,-47.039,80.378,99.246
411,-59.207,375,-105
-438,-455,-58.712,-95.802
-385,-246,471,-32.714
18.755,-310,17.877,-307
-377,-249,112,366
-160,-130,362,48.599
6.128,-27.791,-284,86.638
-222,-270,73,59.284
-259,460,-240,34.897
-17.044,-402,-367,-151
309,216,-465,54.442
51.057,23,-79.969,-475
61.076,50.113,380,-55.328
-185,271,-402,291
-467,-90.628,-69.828,67.248
162,39.209,76,-452
-469,-10,350,90
29,-90,-92,166
4.475,-338,-33.417,-34.696
163,76,58,50
12.273,-42.692,-135,390
343,40,4,43.682
131,85.596,-76,59.054
75.632,75.899,-423,66
58.421,223,-341,-375
-473,9.524,-147,-390
-83.732,-52.266,-428,96
15.202,-314,308,30.522
-112,83.118,498,-476
58.117,24.551,196,25.933
-125,-73.54,-225,144
86.699,-84,-479,70.829
-10.03,50.341,-83.746,89
-10,54.284,382,484
209,301,-1.318,-378
97.576,342,-486,-310
376,-84.154,-359,-33.106
-99.429,-82.857,-41,-53.481
-38,189,71.735,-34.469
-88.184,-114,439,-351
203,-293,10.775,-208
-35.169,-356,-91.452,-66.28
-457,-69,28.245,144
70.999,448,-46.085,453
98.465,-376,-85.702,-27.77
-298,85,91.879,53.896
-19,-75,181,3.431
-97.345,-15.059,-84.823,440
-494,235,65.167,-88.041
-382,-479,-65.154,92.896
-35.308,153,341,406
71,-421,348,-182
84,-259,-482,-355
26.124,-52.139,-305,17.654
435,454,-148,483
95,-109,203,31
288,-17.258,434,168
426,63,-177,327
92.31,195,-135,-95.077
141,-454,72.702,29.561
56.557,468,52,400
-95.217,48.596,-65.612,-395
-54.608,64.95,-354,-3
-318,-5,14,-282
-46.416,56.018,-64,61.38
19.344,45.664,3.243,323
40.017,-269,379,-66.29
-447,-83.066,-348,242
29,82,-12,420
263,-122,-204,-89.345
252,86.128,92.337,38.597
-165,309,14.548,-81
340,303,-373,-168
-82.547,354,-382,92
-124,-92.549,6.12,-46.875
432,-72,120,-132
418,26.291,-87,64.412
79.027,469,18.119,-220
374,-140,23.621,-433
-74,-94.333,292,-385
78.606,100,-345,81
23.787,85.492,-1,14.054
309,-298,92.484,-171
50.564,-75,1.109,-131
71,445,-476,-4.919
-263,75.277,425,64.321
-75,-356,113,153
-258,-360,-108,-245
147,-297,-420,14
-436,45.371,-63.333,308
-16.957,342,-78.142,-182
48.977,-72.238,-352,48.27
-315,38.028,118,-474
444,373,-235,380
-17,-35,11.393,353
-39.113,-155,-192,-89.005
-415,-4.432,142,78.732
-86.076,412,28,56
-287,-49.955,-129,131
125,-61.182,12.816,248
61,28.192,17.654,-3.306
305,383,99,-294
-410,378,-61.031,-85.909
463,341,12.828,-75.438
433,444,409,-60.389
-174,27.843,-484,34.452
-3.328,-6,-216,-193
-43.132,-10,-98.773,-3.274
35.608,-289,-70.454,93
87.677,-72,-3.013,-59
-95,460,72.393,335
-336,-89.549,-33.125,252
60.572,400,-11.636,-233
-96.216,-54.961,-1.995,56.536
84.867,-75,99.02,-51
23.209,-25.266,-481,-27.789
-298,360,-490,-47.349
4,-185,45,481
194,-298,63.232,206
109,156,6,-78.046
10.884,84,-64.661,-9.621
86.126,52.738,59,-33.245
-454,285,46.777,-182
57.675,106,187,9.781
355,-52.194,-37.41,-179
36,439,57.853,-218
1.755,-440,14.724,17.676
-8,6.422,-138,28.541
363,-237,482,462
-26.949,-13.224,-184,253
-0.872,37,11.654,-87.021
-284,137,-426,-100
433,216,-65.583,-88.962
-42.883,58.234,85.624,-399
9.216,-207,-90,54
49.745,373,-464,304
405,82.464,400,-88.981
45.166,-257,357,26.552
100,13.975,42.073,53.418
-57,-68.467,-389,70.055
37,14.187,138,94.145
-464,-1.536,75.557,373
118,-12.191,16,85.544
-311,179,-7,-43.722
260,-52.983,205,54.218
-56,80.753,-39.342,261
-223,434,-203,-270
-232,96,-466,-194
283,86.782,90.934,-401
84.993,85.208,-54.417,-35.911
-78,-45.262,39.22,418
65.968,41.286,10.169,-489
59.571,236,-499,-12.126
-390,-484,-187,-45.986
147,-74.311,42,-273
-333,205,497,-196
70.079,-336,-27.007,367
-349,-53.084,-28.238,76.405
404,-16,-385,10.375
-3.995,-321,471,266
-348,6.61,446,-447
76,-337,-296,94
22.488,-101,476,32.884
-425,-54.542,-232,-58.096
64.882,-378,-63,-191
-18.082,-271,-78.67,82.375
-166,125,-215,5
-121,379,244,-54
-27.056,-257,-297,382
-7.888,10.995,-91,-59.633
18.48,28.027,-94,355
-430,42.148,118,-478
44.206,-19.219,-25.819,-74.948
107,-274,401,-6.71
-170,-134,1.812,77.156
65,61.889,-20.452,-20.923
5.252,-466,132,-80.683
-17.572,-201,-14.897,-197
-164,-49.532,304,-42.401
452,398,30.853,78.555
470,58.723,-317,491
-21,-158,-494,-117
277,209,52,-84.923
-106,166,-328,64
70.858,5,-34.867,55.982
79,96,-30.89,-61.661
-2,-248,-34.182,-213
-98.411,-111,257,72
-85.844,-179,-119,-90.33
-493,-65.042,84.946,33.322
-119,179,432,-16
63.587,-94.664,-0.098,251
-471,-95.665,125,23.245
-453,-380,46.47,-4.271
-26.544,-365,72.093,2.183
8.794,-432,-312,469
54.286,-4.332,-58.571,66.882
-69,450,13.075,-41.16
-34.958,-483,96,64.228
-419,49,-177,-78.782
-88.576,-85.927,-412,-85.562
482,-420,90.045,79
-4.237,123,-18,493
-389,136,378,-258
88,44,69.295,91.356
-71,33.713,70.336,70.204
-352,7.268,496,459
289,93.478,-145,450
212,-42.826,-3.198,64.591
-16.627,8.852,-126,351
97.264,338,-385,233
-274,351,-3.982,57.257
35.446,53,-350,-396
-338,87.173,-164,-390
-73.89,-66.931,-14,-362
-69,-290,273,20.71
-19.037,45.106,-328,87
-267,0.373,351,433
-41.44,87,-20,326
401,189,500,-251
46,-15.382,342,251
-22.418,-166,-28,24.844
452,305,464,177
10.282,-48.191,345,30
-89,-210,132,27.712
71.635,-154,-10,61.194
296,-1.86,-16,-97.627
17.517,421,281,-173
-430,-340,392,-23.605
318,-26.806,-94.155,-55.625
-373,-242,-40.392,-493
426,-142,18.883,22
-53.444,1.799,51.879,90.889
409,-339,62.131,-92.977
67.233,230,69.718,30.395
123,-48.177,174,12.337
386,127,-75.325,-9.511
84.564,219,298,77.628
297,25.357,-54,-308
-407,-207,396,-72
102,-96,59,396
-14.956,97.693,-92.921,15.754
38.5,-13.045,80,346
265,198,-5.687,85.857
-9.691,-43.877,-90.712,218
222,166,353,24
54.668,396,9,398
260,79,-477,90.584
426,-99.52,-86.028,-422
54.222,-45.072,-50.211,-160
-57.288,0.243,-494,78
58.403,-16.955,-372,-149
65.255,8.695,386,67.86
-55.389,-32.723,32.331,-192
12.578,29.987,-217,-62.162
89.491,-18,483,391
259,302,-90,364
98.558,-404,500,-417
-56.875,93.45,395,349
245,78,-467,-75.029
364,155,307,43.684
388,-86.976,233,92.414
5.075,-49.223,-74,64.887
-293,414,431,72.352
-97.501,210,-4.429,14.26
19,72.027,-367,-23.985
-42.646,355,244,249
237,47.395,27.026,-60.056
95.826,-468,299,-496
-1.058,-38.545,251,86.529
231,28.926,197,-28.637
19.817,-97.125,486,376
76.849,473,-48.469,-297
22.111,-99.681,19.079,-7.585
-34.583,-28.742,31,146
-500,323,-41.326,-8.467
-9.6,393,-87.121,-99.016
51,74,-445,488
-19.817,-313,5.985,-21
-76.494,-475,14.512,62
-61.922,-90.647,434,-70.355
-17,22.647,-79,79.559
-282,122,23.768,315
35.318,-51.794,486,-430
-462,84.729,-357,-359
311,-432,23.351,492
222,426,281,-132
-68.059,-458,-20.104,100
-364,448,149,86.757
72,-56.975,290,27
-293,-38.625,-353,39.015
235,-239,-78.204,-61.953
68.731,99.453,-12.065,-70.597
-420,-489,-195,11.374
61.129,51.247,298,381
-43.698,127,19.836,-46.821
-323,1.174,11.642,77.906
-10,-72.119,-72.439,-437
-49.802,123,168,10
-444,334,-89.702,212
-448,208,31.066,14.222
-44.133,-37.525,-61.455,98.23
62,-498,91,-63
-102,38.977,1.225,208
431,-74.135,334,-201
-165,379,97.379,69.718
52.942,-243,-69.042,0.838
-37,94,456,-432
144,95.664,7,73.677
-359,17.957,-113,280
101,6.568,348,422
-6.934,-65.283,90.294,423
368,311,-152,-80.28
38.171,-488,-98.301,-155
479,136,-14.645,-62.427
-90.869,-36.532,-227,61.541
-307,313,43.32,192
5.681,-29.777,49.807,-16.629
206,-312,-49.552,-234
82.929,219,243,422
-146,29,399,41.54
93,-340,6.553,-417
15.859,33.822,137,-96.772
18.263,-68.154,468,-46.723
-149,15.147,366,283
96.09,431,67,-492
161,-225,259,-26.789
5.685,38.057,178,-60
295,68.485,-392,343
-47.341,235,465,-384
401,28,-98.311,64.772
29.717,1.911,46.596,-322
143,-64.569,47.912,373
-7,-68.941,166,45.175
-19,-135,-439,48.799
-241,-34.932,-467,2.718
-34.762,-155,-158,321
191,44.446,41.166,-419
-174,92.268,69.731,9.012
-5.824,-80,37.18,-214
95,47.971,42,-179
-208,-363,194,-19
-153,-187,80.817,-54.794
62,-72.865,1,-34.663
-359,23.099,-356,-32.712
223,72.625,32,-72.797
-86,-336,-22.072,82.552
-79.826,252,-410,-357
-73,-347,-62,102
-347,-13,32,-10.274
65,125,88,404
-427,229,82.001,-193
432,-485,-24.026,59.28
-90,136,97.157,161
-31.875,94.807,85.002,-182
-35.909,-414,313,-388
264,189,303,63.167
-156,-489,226,-111
-50,58.111,-152,354
-172,426,225,23.582
-398,-32.451,-105,19.087
48.609,-45.679,-39.651,-82
-408,164,212,-12.235
31,-94.098,50.843,-46.045
-115,491,-318,79.579
-400,17.287,-64.921,-65
40.491,-374,-287,-59.252
293,27.674,192,-245
276,411,-39.268,137
-386,54.291,392,35.296
42.722,351,32.912,13.849
183,19,47.677,343
69.074,446,-69.585,-443
104,398,234,-35.721
-146,178,37.196,292
-374,-236,-57.602,258
39.281,57.654,-71.992,334
-481,-67.7,-40.063,-40.271
23,-137,-454,-257
13.784,-66.4,-6.359,-47.824
-22.146,78.958,176,-87.197
-362,-186,-316,-278
-30.127,-17,-13,-52.296
99.947,-397,-346,-376
78.648,-279,14.916,-90.078
-100,-140,67,-23
5.449,494,373,-262
-59.391,10.701,-55.449,-75
466,446,37.252,260
249,373,63,299
-89.423,-76,-4,58.282
-418,-41.897,75,141
70.756,-32.334,-163,49.561
125,-88.392,-7.699,-14
80.037,-15.992,351,45
69,-6.478,-116,62.183
-90.928,-467,-72.064,-408
129,231,-204,-97.854
-60.977,-86,-340,-4.94
6.448,34.98,-200,393
60.084,84.567,-89.018,66.377
-408,54,-71.311,489
459,-70,115,309
-76.221,-186,138,-432
53.615,58,-15.94,88.489
207,-12.979,-91.73,-53
86.158,287,-265,-128
-220,-379,-79.518,208
95.649,484,23.878,-51.751
50.274,60,40.358,-170
-438,445,-87,-303
-52.983,-5.784,2.704,499
500,-50.168,79.282,42.511
-80.862,-269,71.334,-64.18
-271,76.095,228,145
-23,89,53,91.527
0.759,-35,-126,-81.127
16.928,-288,-396,-38.392
456,-71,459,-48.533
25.245,164,234,-45
79.001,76.507,220,-66.536
40.048,290,1.721,-41.009
63,-76.192,-119,461
395,-83.763,-29,376
377,-54.065,380,-31.267
-7,52.41,-465,-48
67.153,91,63.883,-101
315,-111,-32.238,79
-12.063,68.024,-67.31,236
-355,390,0.478,-63.881
-31,-434,490,-251
-10.364,-364,-279,-82.997
318,389,-97.109,42.728
-65.767,-9.612,111,-373
-27.759,258,95.625,-29.135
89,-427,94,88
-122,55.027,49,400
-405,-23,-236,112
310,-105,62.139,48.977
-162,85,69.728,-81.64
-349,169,-371,29.576
-14,-69.95,-108,-412
67,314,412,-305
-3.39,228,3.621,255
-16.04,-42.692,243,-41
-53.529,141,495,17.621
117,-42.511,-7.324,-383
72.363,-96.102,-21.241,-238
-34.005,-87.775,96,435
-47.868,-488,29.413,2.93
-444,44.12,4.489,6.974
426,310,326,-138
-426,0.909,60,-64.5
159,-416,-14.512,-487
-19.864,484,-10,-481
496,5,-66.256,358
224,-67,271,11
252,148,-120,37.551
112,-40,15.819,-255
-94.814,382,-218,-62
327,411,124,207
482,-369,-275,62
87.308,-343,93.584,-123
491,-0.39,-471,-98.968
467,-48.45,-6.806,5.465
95.265,45.558,-429,73.876
363,-401,238,-356
79.58,-206,60,-58
225,-98.219,29.91,71.637
-15.565,-120,322,-20
-380,-74.648,398,23.287
-385,-444,58.486,2.923
480,65.022,60.862,161
-278,313,-62,-41.49
356,-82,-3.701,67.023
-443,-59.474,355,-496
-274,-69.765,39.333,79.388
-171,-400,-77.841,-78
358,37,-293,12.392
-439,-13.445,-99.59,-393
226,-391,24,-424
-396,-216,19.46,92.496
253,19.638,-362,-304
-139,-50.627,0.538,4.434
71.24,-169,235,-370
-437,362,82.99,-327
-39.78,165,-50.312,-90.648
-89,35.059,-82.086,-28
355,-170,88.165,267
148,14.949,21.311,78
-180,-446,45,-1.037
301,-225,34,48.025
-48.349,282,-45.543,-390
430,241,-71.905,-75.686
119,77.969,-33.1,-74.924
69.211,394,68.414,144
-52.508,-469,74.733,87.343
176,48.029,-56.49,-87
-410,45.683,-63.994,-353
-49.314,-66.198,70.855,-41
85.475,-62.208,97,-68.271
94.934,-48.331,-47.403,-140
286,-17.821,17.173,-464
-191,-47.795,-38,76.947
22.634,-328,277,365
398,449,497,424
-358,115,-192,92.064
-32,-322,-4,-2.355
288,-167,202,-254
-65,75.941,-51.34,-64.317
87,-416,-222,-357
-67.132,376,-445,-39
10,-93,130,41.298
-480,-5.384,74.884,162
-18.249,-403,452,-410
-78.985,27.713,-8.863,-3
430,-166,-457,51.948
-77.669,-99.976,-477,-11.243
37.099,420,257,-64.82
157,388,56.733,-382
-98.37,211,-59.419,69.828
-363,63.233,397,464
-286,-138,-35.886,-187
66.4,14.669,85.902,-2.661
98,-155,426,482
70.24,-313,203,-64.099
498,197,-59.647,38.361
-75.988,133,94.407,-22.874
62.977,-79,303,-254
15.975,390,419,-13
-34,-90,-71.43,-82
-35.336,51.455,95.367,55
2,207,-75.407,-13.395
-222,19.313,-474,-13.626
186,-446,-280,166
71.581,3.235,96,51.61
-48.546,45.99,112,-483
96.395,258,41.476,474
10.317,80.986,17.455,101
436,-62.629,-7.218,-234
271,-12,-358,-59
376,257,-83.03,165
97.772,50,331,286
-377,428,-55.02,-326
65.927,335,-259,-62
341,16.298,-14,-371
-431,-408,-54.741,42
-27.276,439,7.144,23.937
27.161,-455,42.506,-17
-274,325,61,16.613
65,-276,342,0.96
86.136,44,87.991,-389
387,79,-381,195
-8.212,209,461,221
22.726,-216,60,458
-114,-53.11,-93.007,419
61.253,-280,-89.822,74
-261,-92,81.108,26.205
-54,40.698,52.303,-64.45
-8.075,-22.069,-303,-370
-12.771,76,-60.858,-72.179
-478,336,-99.083,-128
-15.123,50.051,57.476,67.995
345,-8,-249,-123
-17.833,312,48.976,96.889
264,36,62.59,21.952
-18.169,464,477,54.432
461,64.188,-481,-6.764
-290,-471,-226,-81.386
31,-352,-355,178
1,-43.4,-53.425,-53
95,6.17,82.291,306
-73.915,46.205,26.067,47.91
-24,270,-4.94,-330
-57.254,256,245,-31.162
83.187,51.379,-12.89,43.367
246,-71.076,-15.753,-122
-398,-41,-383,75.521
99.319,66,-98.468,-32.331
-148,471,411,-7.779
437,444,-21.932,-62.057
-21,-96.594,-413,49.807
-9.984,-3.836,62.95,-312
-95.53,-97,18.825,128
-338,-378,-330,60
-232,-238,21.737,-119
188,42.603,446,-384
-185,-191,306,16.405
-25.638,-464,-79,-484
35.749,438,94.784,46.058
234,-20.106,-343,48.72
-67,47.151,192,-33.862
-34,441,12.367,46.904
60.036,423,37.81,16.579
224,26.471,98.269,436
37,73.299,-477,7.707
-272,-466,116,119
25.5,-497,60.126,279
-52,76.427,-320,350
-9,-20.547,263,-56.451
-76.569,-402,207,-66
72.231,-6,-380,54.903
164,455,278,93.626
483,56.318,33.286,-466
-438,-71.085,-177,-38.056
51.311,-306,99.542,-86.915
95,-26.074,-102,-430
-294,260,406,19.46
44.693,-5.631,-215,55.932
-222,40.523,-98.014,-276
63.889,300,-20.473,213
23.035,-59.512,-224,-146
-83.222,-36,59.806,83
389,11.798,-436,412
-78.305,33.851,109,-58
430,-289,-28.972,-499
-14,134,-161,-350
-451,46.345,-1.17,-466
-436,-390,95.719,275
487,97.353,81.452,34.298
-294,-362,405,443
71,22.349,-1.071,218
-69,-187,372,145
186,-4.131,221,201
-3.088,-477,479,-52.384
435,-37.771,263,483
190,-80,-193,48.26
69.04,-427,65,36
40.805,481,57.196,-431
34.071,30.58,239,98.172
388,233,-93.225,7.773
-154,44.19,110,8.652
-46.232,88.307,-341,-158
71.196,-400,-471,-33.928
184,280,329,-380
187,175,216,287
24,-11,321,92
-82.027,-152,369,266
-401,314,342,24
223,60,-12,53.341
84.463,-24.226,343,-13
-168,379,17.219,-130
14.834,35,-250,-65.141
-53.084,61.761,32.744,-454
475,-76.384,116,-416
-177,440,-429,-40.046
-28.474,59,-73,-448
78.096,-9.47,-3.045,195
-307,-0.451,-24.773,81.325
386,74.648,20,270
276,-115,328,80.806
-38.895,91.889,210,440
35.453,-428,-244,230
446,-4.247,-14.409,436
318,78.514,227,53
-45.986,4.296,-160,-46.071
39.837,469,43.233,-11.232
-51,-471,98.6,-82
10,236,16.742,-18.177
-71.063,-277,87.406,-63.988
-167,-120,87.5,106
-43.74,115,8.032,-54.907
86.52,15.088,-69,67.249
282,349,-92,55.459
-438,-34,-22.427,348
-113,-49.989,70.427,438
-66.437,-433,5.671,70.509
36.04,383,-20.609,-78.34
205,179,52.56,336
-76,81.261,-426,-70
-45.413,71.899,-177,125
67.561,228,20.991,-327
404,351,124,-311
-41.595,482,-274,26
98.575,55.346,-343,-79.786
-39.295,493,11.435,-15.471
97.371,93.443,190,-57.953
42.71,89,434,-92.054
93.184,17.277,-113,-43.776
68.298,-11,-142,44.121
300,179,68.984,-20.39
116,-38.873,-168,22.531
-270,-384,251,45.926
427,164,40,-463
-40.371,-327,33.187,227
18,-162,8.527,133
16,-137,-140,16.186
-7.903,16.304,68,-19.576
74.488,47.024,186,385
83,98.516,-81.889,82.061
469,488,345,-6
297,395,49.666,230
36.4,92.07,-295,73.374
-124,43.176,22.195,-58.846
-467,-358,-485,-73.142
179,-276,-6.824,3.942
-72.353,373,472,94.692
80.116,88.973,70.588,-91.388
-31.208,-164,-44.697,43.229
62,-269,59,192
-240,-478,-423,5.939
-372,2.185,199,-380
164,-9,96.359,325
-86.059,266,-66,-10
-33.937,-76,-41.508,-192
-343,109,257,-177
252,-79.628,170,1
-302,45.168,288,-413
-471,-26.198,22.184,166
-91.699,72.857,427,36.806
192,-80.42,15.625,484
-246,162,80.437,320
182,326,285,-392
73.034,-450,244,53.894
236,-47.789,-29.238,272
62.941,69.302,-68.842,-474
36.474,-89.527,-13.587,49.647
89.904,-106,50,-152
-26.458,90,52.507,423
-84.7,362,482,263
-225,118,75.329,-206
83.282,-15.639,2.126,87
85,-381,93,394
150,9.65,-36.65,93.819
-450,-32.416,319,-80.29
-0.124,-477,2.631,-416
59.733,-137,83.658,-476
356,494,-51.142,164
138,-245,17.182,-18.121
-13.835,153,16,-366
15.135,-213,1.045,-3.973
-104,-221,-280,-6.303
396,-88,76.755,458
-256,189,-71.355,-63
-473,70.913,-417,-4.858
-396,-27.961,-59.532,-392
395,-51,-0.938,-27.009
-1,54.871,12.487,-320
-222,461,167,218
-300,-200,-205,-234
74.745,-321,-35,-7.366
329,-30.707,88,-84.208
89.425,-99,443,-45.931
430,85,65.862,335
-43.234,-247,-30.332,353
-217,-310,363,10.498
32.425,-260,6.232,-270
-64,306,122,-200
-20.691,-77.378,367,-13.244
-43.738,-77,114,294
202,-286,2.604,261
-376,-13,-294,64
257,-185,129,-321
-239,74.829,96.643,94.114
201,-31.611,73.144,-79.463
-132,50,62.406,480
84.1,-15,113,-2.168
166,17,-79,-34.399
73.831,-396,-88,-88.798
485,461,291,-110
76.011,-54.221,15.547,8.81
194,-219,62,-75.333
-314,-245,65,45.776
337,322,-234,37.234
-50.344,-17.968,-32.2,377
-39.489,463,-21.939,11
88.505,327,410,-429
197,57.137,6.269,380
-60,323,59.753,185
-5.351,373,17.48,-60.844
87.006,281,36.458,51.28
-44,-76,427,486
-381,-167,237,37.487
362,281,73.583,65
487,455,89.034,0.367
-26,44.869,67.858,93.207
66.676,-85.802,285,2
36.223,-96.969,-43,-274
419,-17.081,-306,-347
4,-419,-475,64.539
32.393,27,-375,-25.661
-434,-4,493,259
-312,-86,-374,281
369,254,428,78
-151,168,-84.639,32.565
-84.628,152,-26.351,72.941
31,-365,-469,-305
310,-124,-78.224,-16
18,-58.221,-65.079,-496
-338,-284,-6.584,-96.198
-199,21.914,-23.596,329
